Date,aal,aapl,abbv,baba,bac,csco,dal,dis,fb,ge,intc,jnj,ko,msft,nvda,orcl,pfe,pg,pypl,t,tsla,tsm,v
2001-01-02,,0.0,,,0.01907341132635132,-0.1290850362737317,,-0.034557016507322014,,-0.08735289418132397,0.0332642033071493,-0.029149494545585353,-0.002051473738035825,0.0,-0.08631376828167991,-0.09247321566090172,0.0027172976716349773,0.0007964085457372594,,0.054973984350841665,,0.021739107590476703,
2001-01-03,,0.10084047851841782,,,0.06818189309755573,0.24015046029250842,,0.11185673614802094,,0.09285633760158829,0.10211294659263248,-0.03186289352684046,-0.025693730055137864,0.10518707756575907,0.3068896569625723,0.2132704229203699,-0.055555253398809956,-0.04936277940341549,,0.012406798641207084,,0.09574499377152601,
2001-01-04,,0.041984853018515844,,,0.03128985418736341,0.013615599304752202,,0.028168880760762516,,0.005228981973622648,-0.012780013898772924,-0.021519333722488154,-0.028481059795457453,0.01043010215788831,0.11501584259969722,0.01757773489687131,-0.04017243094298695,-0.030988381112541208,,0.014705852016697385,,0.0,
2001-01-05,,-0.040293150996283944,,,-0.06796188051628937,-0.12537285965372635,,-0.01369856707777406,,-0.015604580024878523,-0.05131770297970628,0.012936815595862905,0.0021719101977155653,0.014194177498134897,-0.14971361768736768,-0.07485577659005604,0.013452860988557802,0.03630150188623471,,-0.03381618695905875,,0.04207104826579622,
2001-01-08,,0.011450639624006387,,,0.005208696142344316,-0.0021334086376938455,,-0.04365083439668993,,-0.03698773719236492,-0.0038984565277322414,-0.0012768702277444755,0.016251333456543948,-0.00381761323713381,0.09519833913331177,-0.006223855167203141,-0.011799273761126883,0.021684262246630892,,0.00761449971094641,,-0.012422345702686743,
2001-01-09,,0.03773552343419029,,,-0.02590689700070259,0.01581851208821039,,0.0,,-0.02057651300289509,0.009784473396177829,0.007033112911128292,0.012793312140506385,0.05874881003775512,0.019999877479414563,0.05219164354010353,0.032836049852703164,-0.025306243203771728,,0.036160046241557886,,0.056603888881541886,
2001-01-10,,-0.036363333992183056,,,0.03324432140035616,-0.023568647264622045,,0.008298925962973547,,0.0014003722723652245,0.023255961530260105,-0.02603184283745108,-0.00421047064950153,0.020506297079003755,0.0693814188651245,0.03968251563922354,-0.021676822422432407,-0.010887680530169197,,0.008423439437251101,,0.04761898596274694,
2001-01-11,,0.0867924035467964,,,0.018018980701455467,0.0793101547025643,,-0.028806446262751195,,0.04195851426793262,0.011363570036604154,-0.03585436851611512,-0.029598740804048673,0.04018949458427845,0.0832157431307663,0.017176009748725685,-0.031018905667316465,-0.014394567559073979,,0.0,,0.0,
2001-01-12,,-0.04513914520611906,,,-0.007585494938303516,-0.027156701471310996,,0.0699150515113176,,-0.01879194906749726,-0.03745308760416244,0.02298867918650571,-0.013071804992176972,-0.027273159953291826,-0.020833142954246653,-0.030019157691779652,0.010670317351482161,-0.03350525315180464,,-0.027446355210003937,,0.01704535108324623,
2001-01-16,,-0.0036363333992183167,,,0.03821634974989485,0.011494401092436046,,0.04752448252561292,,0.03693533024179407,-0.02334626012310992,-0.003965272597197256,0.00662227433178475,-0.01752317551728788,-0.07845771570060434,-0.015473823517231033,0.006033343824004778,0.0231110158073613,,-0.017177824097758032,,-0.02513963629104754,
2001-01-17,,-0.018248248446936177,,,-0.026993623144193735,0.01298684998229005,,0.00945195457144754,,-0.014511325804810071,-0.027888313222085293,-0.026542528830702627,0.016447509955827444,0.007134421988564732,0.03607531145206577,0.045186693922533605,-0.022488669501764424,-0.014739160973366028,,0.004993835719332873,,0.08022921612191625,
2001-01-18,,0.11152427502656193,,,-0.01261048728325631,0.07371812191645644,,-0.0074907172709236525,,0.02008006134209972,0.05532758334191801,0.02522123003542176,-0.014023590937326302,0.0484063804392445,0.19185248207598882,0.016917187596153793,0.009202604488177224,0.008904680176642588,,0.0049687091779127,,0.07161810835291615,
2001-01-19,,0.04347820694872451,,,0.005108324138530573,-0.03582068757764034,,-0.01320741290432137,,-0.01312345065973164,0.04271872946758859,0.001329712125461846,-0.022975903816497056,0.09909894484745574,-0.026584982452450445,0.022181381750667084,0.00607900263393879,-0.012356365048290185,,-0.017305329149970516,,-0.007425733511669086,
2001-01-22,,-0.012820505201889376,,,0.024142092798493886,0.026315555314932793,,-0.04780104030322285,,-0.026595775089862883,-0.005586872213300231,0.001991919508669504,-0.002239453637834621,-0.014344050482623993,-0.039615978970874544,-0.07956616733437438,0.018126906812943266,-0.011617937163479808,,-0.016352116861083843,,-0.04239396283665309,
